member_id,signup_date,persona_segment,acquisition_channel,is_premium
c7189bcf-5c02-4cba-af96-2fa3a971a97c,2025-08-01,The Ghost,Referral,0
568690e9-9ec4-4242-a315-43d1fdb1e80b,2025-03-01,The Newbie,Referral,0
9d8035a7-8356-437d-9bf7-f45704067d7e,2025-01-02,The Newbie,Referral,0
97facb06-af3f-4164-b4bc-323649fa0d6d,2025-02-26,The Selective,Paid Social,0
466a9ef7-9955-4869-a929-10657d4e8935,2025-10-28,The Connector,Organic,0
a38a7569-2be0-4939-b2cb-ab8eee1ea7d4,2025-10-14,The Ghost,Organic,0
a9164eea-0616-4a13-afb0-d7c707ca7c92,2025-05-18,The Ghost,Organic,0
ae081c27-deab-4976-974a-697210daf749,2025-10-06,The Selective,Referral,0
a59a0604-6758-486f-8fe5-64c1aead4c0b,2025-08-02,The Newbie,Organic,0
c434a17f-9fbd-49ef-9764-e852a4f7c391,2025-08-27,The Selective,Paid Social,1
0ee7ce5d-54b1-41b7-b631-74e3ec313b52,2025-10-12,The Selective,Organic,0
e9812487-452c-4478-8830-7a4a6b0fd619,2025-01-31,The Newbie,Organic,0
0facd523-b9b5-419d-a114-f880bdd2e0df,2025-07-25,The Newbie,Organic,0
c80f947b-f1e2-482c-be83-166773829d10,2025-10-01,The Connector,Referral,0
58864910-32ce-406f-ad45-892bc53f5c89,2025-01-11,The Newbie,Referral,0
dcc2e413-2fab-433b-9e23-ea34548e47ee,2025-12-25,The Newbie,Referral,0
f56903cd-94bb-49da-a4da-f658f6414d3d,2025-02-16,The Selective,Referral,0
0cf19a43-d5fe-4382-b5e2-6ed05b8cea1f,2025-01-03,The Connector,Referral,0
5ee53a82-46a3-4eb3-b51c-fb96f9d4754a,2025-05-10,The Ghost,Paid Social,0
e9f30c7a-5085-43cc-81c8-0d1c76929f35,2025-03-13,The Newbie,Organic,0
3a5b6741-685e-466e-a865-75c46b521cdd,2025-06-08,The Newbie,Paid Social,0
9d67945a-36e2-4f3d-b53f-a35993cd0710,2025-05-10,The Newbie,Referral,0
1926a7c5-00f2-4ebf-b370-c1b87c587cfa,2025-01-22,The Selective,Paid Social,0
389b4b1d-229d-449c-9a0e-d83952421971,2025-05-15,The Selective,Organic,0
25a2a086-6b72-43fc-8e22-4735727a68e9,2025-01-20,The Selective,Referral,0
22b03732-0616-4d92-9457-58b6f9670d36,2025-08-08,The Ghost,Referral,0
e9c59719-e3c4-463c-ad94-a390e8c31edc,2025-11-29,The Newbie,Organic,0
b7775914-87b4-4b50-82a0-283c2fa2fb2e,2025-05-10,The Newbie,Referral,1
0fbffb17-04fb-409f-949c-c59841e4afae,2025-02-01,The Newbie,Paid Social,0
7db81e7d-0167-4068-8de8-1ecfcc29fd89,2025-03-31,The Selective,Organic,0
b8385b6d-87e6-4c51-ab2a-7ae27888e8e2,2025-09-16,The Ghost,Referral,0
16eca796-3df8-4f09-abf3-6fccb34e988d,2025-10-25,The Newbie,Referral,0
a5cc1b03-d9b6-48da-852e-69f920fa88a0,2025-11-29,The Selective,Organic,0
ee1e0b57-3194-42cf-ba95-0b2ae132126d,2025-09-06,The Selective,Referral,1
2b45b3c8-4ffe-4f16-9472-8a9b1411a4ed,2025-06-22,The Ghost,Paid Social,0
91998e59-0ea6-4833-a15d-bf90d4f75696,2025-12-23,The Ghost,Referral,0
630eaf59-59eb-4ea0-8fef-97f41ec91d9d,2025-02-16,The Newbie,Organic,0
86ae97d3-049d-4d2c-b063-1c707ed8d3c2,2025-07-16,The Selective,Referral,0
fbf50371-0a64-45cc-a654-e38052e521f3,2025-02-03,The Newbie,Referral,0
7e5a96fb-f2e1-439b-b6cf-d0ea84089c57,2025-09-11,The Selective,Referral,0
69d2dd44-2654-41d6-965f-cd8809a72be8,2025-09-05,The Ghost,Organic,0
ce71d9f3-47be-4a6e-8d9e-1552ce512911,2025-02-11,The Ghost,Referral,0
2e62688b-2179-4d4f-b2a2-56c0d9ad0a72,2025-10-16,The Selective,Referral,0
dbb1180f-3434-4d4b-af3e-fc630ccea35f,2025-05-03,The Ghost,Paid Social,0
dbc8150d-6d6c-4cf7-8fb8-7a4c16e26e40,2025-01-27,The Connector,Paid Social,0
c3362b2d-b5d2-4e32-847a-658037da09ea,2025-02-28,The Selective,Organic,0
64d8a3ce-4623-4f87-bafd-32b01e96aeaf,2025-05-27,The Connector,Paid Social,0
0926a34b-6257-4485-800e-26199bb723ef,2025-04-25,The Ghost,Organic,0
3e68f00a-e34f-4f4c-83f7-fa750be7fc41,2025-07-18,The Ghost,Organic,0
8f84c5cf-c62c-4a47-a7f5-ffea93f754f5,2025-05-08,The Newbie,Referral,0
19562f0e-110f-4af5-94ac-81cae417adab,2025-06-02,The Newbie,Paid Social,0
5e471eec-59ff-4c49-8ee2-5aead26b141a,2025-09-28,The Selective,Paid Social,0
bc1038f2-6660-4a9c-9932-32540db25f27,2025-12-05,The Newbie,Paid Social,0
cae9fa85-3d86-4734-95a6-43a3aabbc350,2025-03-24,The Selective,Paid Social,0
c5f5946f-45fb-46f2-a22d-889ae6fa7781,2025-01-23,The Newbie,Paid Social,0
370938ab-e620-457e-9b2f-87ce08a089bc,2025-01-11,The Selective,Referral,0
69dc184c-c0d9-4569-8c23-c6b379e9243a,2025-07-06,The Connector,Paid Social,0
5249ab27-389d-4652-a2ec-be620f7a9f31,2025-04-26,The Ghost,Referral,0
62215cff-fdab-4f60-96d1-3ba3eedb0f1a,2025-06-11,The Ghost,Referral,1
09cfcfd7-90cf-4d41-8056-d5ad3dc0831b,2025-04-13,The Ghost,Paid Social,0
c4593fb5-0058-4319-aa56-429c6a023654,2025-08-31,The Ghost,Organic,0
82b29a3d-3870-4122-8c94-3bd3d74bc9f8,2025-01-07,The Newbie,Organic,0
717fe963-59b8-490e-870e-769c211c26df,2025-12-28,The Ghost,Paid Social,0
ee1fbdb8-fe7a-43b8-be21-244397f9cb76,2025-06-21,The Selective,Organic,0
d0eb523f-bb92-470d-9e38-582c6e27ee69,2025-09-13,The Ghost,Organic,0
c283636c-e811-44fc-bc5e-4b7264260164,2025-09-04,The Ghost,Referral,0
5d493b57-c4f5-4b36-bcfd-4cd0b689e63b,2025-07-11,The Newbie,Paid Social,0
2e66ebf6-2b4c-4ef4-83e2-0d74ace65979,2025-04-24,The Newbie,Paid Social,0
fa67579a-40b0-4da3-84e0-5769792001e4,2025-01-23,The Selective,Referral,0
6824d444-be9a-4e1e-8e3d-87fcae7f11ae,2025-12-24,The Ghost,Paid Social,0
c869e0b2-d610-4f64-8955-094c0586c0ef,2025-11-10,The Newbie,Referral,0
ce2c6991-b2ae-4361-a85c-892d175af2c4,2025-10-03,The Newbie,Organic,0
f1217f1c-114d-41c6-9fb4-652949196364,2025-05-16,The Newbie,Organic,0
e02f9031-78d5-4fb2-94ca-b92ab30ef95f,2025-12-23,The Ghost,Referral,0
1203d1b6-fd9d-4de4-b6eb-567b0cf057cf,2025-07-14,The Connector,Paid Social,1
b28178ed-6c51-4d6b-b007-d160b7df3176,2025-09-15,The Connector,Paid Social,0
b8af966f-7dee-475d-94e8-6bd1c44ee330,2025-10-05,The Selective,Organic,0
9bd7fb79-b2ca-488f-b4fd-da1f5599b549,2025-03-11,The Selective,Paid Social,0
e8dcd049-bf22-4784-940c-97f7476ffe54,2025-12-25,The Selective,Referral,0
ccae2911-87db-4f65-8f12-d0c5eda141d3,2025-12-26,The Newbie,Paid Social,1
5c9c15ab-7528-415e-8ef3-318bab25017c,2025-02-05,The Connector,Referral,0
df390abe-087e-4419-9970-715422b903d9,2025-04-18,The Newbie,Organic,0
ffd88766-4337-4ad5-88ce-c3effaa5f2ec,2025-01-24,The Selective,Paid Social,0
f9987faa-bd21-4b05-b99c-8caa6dfc8ffc,2025-05-20,The Ghost,Organic,0
11243c81-38ce-442c-8dd1-518bfb42e444,2025-01-22,The Ghost,Organic,0
ca3d2117-66dd-4e0e-a95b-cf52eb5904a5,2025-12-05,The Connector,Paid Social,0
a1d3429f-39c2-4770-bad0-542148e3dabe,2025-11-25,The Connector,Organic,0
d554adee-6470-45d8-a6cd-577daf402354,2025-07-23,The Newbie,Organic,0
b3dacc49-2019-485e-a296-34f33e6c29f9,2025-08-12,The Connector,Referral,1
6de8a066-110e-4a39-8eae-5af639a83423,2025-08-11,The Newbie,Organic,0
f7bc03a8-d610-4145-ba99-f980783b2fe3,2025-03-22,The Connector,Paid Social,0
4cbbda6b-686d-430c-abdd-1b552e8f36b2,2025-11-26,The Selective,Paid Social,0
03d1723a-bea2-4ebf-af53-664f1de065e6,2025-07-10,The Selective,Organic,0
8d2237fb-cd51-4132-b265-9ca35faedc79,2025-10-13,The Newbie,Referral,1
5e0b903a-3f5c-4432-ac8a-50b3ba73c018,2025-05-27,The Selective,Organic,0
e6148862-0341-450d-a30e-011fafbec6b0,2025-10-09,The Connector,Organic,0
c8b1228d-b505-4808-9360-af07d66f7067,2025-01-11,The Ghost,Organic,0
7252db5c-f9f9-475a-a7a2-dc576379141a,2025-10-03,The Selective,Referral,0
cb210a63-6b53-4c2e-91b8-baccfd3e6c3a,2025-02-25,The Connector,Referral,0
6a49ba38-a6af-4b39-b6a1-420b9cc53624,2025-06-22,The Newbie,Referral,0
fe65efad-4a1d-4c64-8f73-288c90eeab2c,2025-10-30,The Ghost,Paid Social,0
23803bef-c719-44cd-bb1a-4da7e5af2aea,2025-07-23,The Selective,Organic,0
4864fc37-4152-4d46-9305-f806f34a9973,2025-12-11,The Selective,Referral,0
acc5a794-2b9c-4c2a-81dc-5b3dac3e2c54,2025-09-05,The Selective,Paid Social,0
05841266-3e44-40b1-be4a-9019d0cc7b88,2025-11-10,The Connector,Organic,0
a464397f-aff0-4ce9-b96f-00d23028d93c,2025-09-23,The Ghost,Organic,1
3dccdf94-d795-4f98-9940-516c02f5c745,2025-01-22,The Newbie,Referral,0
cb940439-3b77-4983-bfa7-1d6bab0d289e,2025-11-23,The Connector,Referral,0
271f189a-e2f1-45f7-9761-7588add68d80,2025-01-24,The Connector,Referral,0
36763bc9-08e6-46af-afb8-14bd5e411a92,2025-07-13,The Connector,Referral,0
4cd5ebeb-f5b3-4ac3-847e-9a61afe33dcb,2025-04-06,The Ghost,Referral,0
7a6d9fec-63d5-47f1-9b59-8bba5b35a581,2025-09-20,The Selective,Paid Social,0
17b6ada4-9776-41b0-a9b1-001a7353138f,2025-03-13,The Ghost,Paid Social,0
eccc48e2-04d8-4939-afd4-34639ec3be54,2025-08-31,The Selective,Organic,0
6edb7da6-f846-4eef-8347-a2ec2dee4162,2025-02-07,The Connector,Referral,0
6f3faa15-ddcc-408f-af08-c5ae4e86473e,2025-03-30,The Selective,Organic,0
2af3981d-1e2e-464b-8ec1-7a6641dd0d7c,2025-01-28,The Selective,Referral,0
5c90e732-d3e3-4230-92da-01fd38229acd,2025-04-02,The Connector,Paid Social,0
7c43c74c-66b5-40d2-8a0f-3d356b4d856b,2025-02-23,The Connector,Organic,0
444ed982-74e7-4d63-bbef-0de5eeca6bea,2025-06-08,The Selective,Paid Social,0
3cade5c2-fae3-4b38-b03c-d6c1bb3daa94,2025-08-16,The Newbie,Organic,0
71f9d5ea-cec5-42bd-8afa-1bd3dd12ff2c,2025-02-10,The Selective,Referral,0
7379f099-81f5-473f-b8b8-1a7e8bd1823b,2025-02-06,The Ghost,Organic,0
91c4ea1f-70bc-469e-9388-a15d69845168,2025-05-05,The Selective,Organic,0
a8c1d763-f930-4150-a2f8-74778a6dc5a8,2025-06-28,The Connector,Organic,0
a3f67c69-6555-48d9-beb3-5c0d3ebd52e7,2025-11-28,The Selective,Organic,0
5b137bbe-7269-47ef-8b82-db22319f0a00,2025-02-06,The Newbie,Paid Social,1
4fa5b9f6-b37b-41e6-86f7-d6addb52ec84,2025-04-11,The Selective,Paid Social,0
d03d0af9-d81e-4387-bf5e-1ef6364b55d7,2025-01-31,The Selective,Referral,0
85a81f10-6d80-44ab-b89b-25c16ebe1677,2025-07-09,The Connector,Organic,0
470e8a0f-afea-4177-a044-a5f78236afb4,2025-05-26,The Selective,Paid Social,1
97f9ef10-7e3e-4bd8-98af-e4a8e245d90f,2025-03-31,The Connector,Referral,0
2e1e5e88-63bb-46fb-8632-22c5d1835473,2025-01-06,The Selective,Paid Social,0
8615128d-d92f-46ce-9f5c-2d02182d4276,2025-05-19,The Connector,Paid Social,0
0ac038b6-34a0-4347-84d0-efc01d00004a,2025-04-05,The Newbie,Paid Social,0
78bbfa92-e679-4bae-a54e-8c364a1f57ff,2025-04-29,The Newbie,Referral,0
ab97b254-5947-4f26-a056-277ea90ee66e,2025-04-30,The Selective,Organic,1
e2433891-3c2a-4338-8627-f4edfa640971,2025-05-03,The Connector,Paid Social,0
b2011494-7cc9-4949-b9cd-4d1b4f06be23,2025-10-12,The Selective,Organic,0
a2f15433-f28a-4e93-9509-4207a31e94e5,2025-06-28,The Newbie,Organic,0
8c2a6523-43b0-4ca7-9ef7-a101bb042c9c,2025-11-21,The Newbie,Paid Social,0
f4226029-1b0c-4f64-bff5-4ef33784f219,2025-01-07,The Selective,Organic,0
6823f59d-b761-47e6-bec0-9a828eb7560d,2025-11-08,The Selective,Organic,0
5d5e0606-1c6c-4d51-a46c-02c120c7b828,2025-05-07,The Ghost,Organic,0
958c232c-d243-49f1-b6e6-b0b5b57e4056,2025-03-18,The Selective,Referral,0
5dfbfcbb-872a-455d-a6fd-70f064a6f83b,2025-08-22,The Selective,Referral,0
eb4c1df0-583f-46a4-a12b-44c2dac19004,2025-11-14,The Selective,Paid Social,1
568e39d2-11b2-4dd2-bbf6-7b50c4be6611,2025-03-15,The Selective,Paid Social,0
acf1b6ff-8058-4569-b01c-49d7c58f8c7c,2025-09-28,The Newbie,Paid Social,0
e2ff8bca-d6bb-4e60-9286-b3bd0580490a,2025-11-05,The Selective,Paid Social,0
41fc8ee1-5a2c-499e-a9b7-cf995837bb4b,2025-04-30,The Selective,Paid Social,1
1646f6e7-2b33-4164-a662-77554b699c58,2025-02-04,The Selective,Referral,1
3df76b8c-0433-419b-8f6d-5e44476bd4c6,2025-07-26,The Newbie,Paid Social,0
62746088-2333-42bb-869e-38e4b97d5bfb,2025-09-27,The Ghost,Paid Social,0
99ce7b8f-5334-41e9-90ce-0ddc202d8ec4,2025-04-03,The Selective,Paid Social,1
2ef16a1e-5dbf-4223-bf7e-8b52df85e0a2,2025-06-26,The Ghost,Referral,0
6c64aaae-4233-4689-87ae-2a960f206b97,2025-10-01,The Newbie,Organic,0
afb3a188-af1a-494e-b89f-35e34b30fc35,2025-06-28,The Newbie,Paid Social,0
f123cae5-6754-4d5b-9556-ceca9b657d3c,2025-05-09,The Selective,Referral,0
f684ffdf-1ed4-47d2-95f5-6f0e806dc890,2025-05-05,The Selective,Organic,0
c63657c0-54b3-471c-ac77-4dc97672c5fc,2025-01-27,The Newbie,Referral,0
7b38f1d4-9e74-4e40-bd9a-f6e8de1903aa,2025-03-05,The Ghost,Organic,1
6c8f7d0b-df85-415b-8a14-c108a93a60ac,2025-03-01,The Newbie,Referral,0
c6f3f841-325f-4681-b92f-d8a2a452a7a5,2025-08-07,The Newbie,Paid Social,0
67d64a7d-e81f-4b58-9e1e-f66abf971d73,2025-08-05,The Selective,Organic,0
a5f5cf7c-6e67-4d13-8343-9458a40bc78e,2025-06-18,The Ghost,Referral,0
4df7549f-6880-4f69-8ea9-4ba049fc8777,2025-05-29,The Newbie,Organic,0
cf5ee03e-6685-4ca6-854a-03f86902bc72,2025-09-27,The Newbie,Paid Social,0
55bbd1af-445d-4ede-ad33-929e9eb49712,2025-04-26,The Selective,Paid Social,0
05083882-1e85-4a71-9fe5-89d33af5fcb9,2025-09-02,The Ghost,Referral,0
f27164c1-097d-4823-8e87-5de93ebeb719,2025-05-28,The Selective,Paid Social,0
47341961-c740-415d-9531-d04df93d9f4c,2025-04-02,The Newbie,Referral,0
ed235c1c-8ef7-434b-be11-6341b2f54679,2025-03-26,The Selective,Paid Social,0
daef9704-d88e-4c6b-a01d-16f53332d5c1,2025-03-28,The Connector,Referral,0
e43e9952-0833-4ce3-af25-7ac2a41edd86,2025-04-30,The Connector,Paid Social,0
8313f1e2-01f6-42d1-9469-a18f89068727,2025-12-06,The Selective,Organic,0
d032242f-e81d-4a05-8b77-bf7994ca8f5e,2025-01-24,The Newbie,Organic,0
d6c16ba1-8b42-43ba-9020-1026bbcc0a35,2025-03-30,The Ghost,Paid Social,0
92f6becc-f4b6-44fe-846a-fa5e7d2be2d7,2025-02-06,The Ghost,Organic,1
a003d5d9-6a83-4830-8d65-2b82049f40eb,2025-12-08,The Selective,Organic,0
40714978-d282-44a7-85c3-723573deed2d,2025-09-28,The Connector,Referral,0
05a6e3c3-ed4a-448a-b00d-03f1d62972c6,2025-01-12,The Newbie,Paid Social,0
e8cbcc3f-13fe-4569-b654-f679d8b8aef8,2025-04-05,The Connector,Paid Social,0
1e6b98c4-492f-472c-9bef-c0922942cfa3,2025-01-31,The Ghost,Referral,0
bae93089-c22d-48e9-a917-f6b24526aa53,2025-12-16,The Ghost,Organic,0
975dcabf-bf7d-4542-9404-908de9e886e4,2025-08-21,The Newbie,Organic,0
74375cf8-1f97-4297-ba38-4cc6f7aadc17,2025-12-06,The Newbie,Referral,0
cc1f32bc-6117-4542-b9d8-10ff21ad9b27,2025-11-24,The Ghost,Referral,0
be1976f3-fcc8-4ff7-bc4d-a3df33587f01,2025-10-27,The Selective,Organic,0
91326b06-0af1-493e-9cca-137050e96f76,2025-10-13,The Ghost,Paid Social,0
dc45abd6-dd69-41f4-8069-80f8e1fa6d43,2025-02-04,The Ghost,Referral,0
175e9c52-0a2f-4a27-becb-27e1d4cc19e5,2025-01-21,The Connector,Paid Social,0
f48f3c51-1c97-467d-aec4-728925465569,2025-04-21,The Ghost,Organic,0
da2a975c-3863-4d17-b187-4aac3ddfc56a,2025-11-15,The Selective,Organic,0
ea75d327-fecb-47d4-b298-868030115a79,2025-12-14,The Newbie,Referral,0
47b48f42-d716-464b-994b-6024842563f6,2025-05-25,The Connector,Organic,0
8fc438a3-494c-4827-8238-9497c7bb1193,2025-01-12,The Selective,Paid Social,0
f2ff0f83-58fe-407c-853b-83186610007a,2025-09-01,The Newbie,Referral,0
874a64ab-700f-45b4-b6ef-f36e65f038ea,2025-05-26,The Ghost,Referral,1
11563edd-4363-4f3d-9699-5a40731a107a,2025-08-27,The Connector,Organic,0
96edc826-d1e5-4e2f-99f8-26268f5b689b,2025-04-02,The Selective,Paid Social,0
28fe6939-3996-408e-b645-70d3aa7a187e,2025-11-12,The Newbie,Organic,1
debfdab8-26c2-49e6-9636-e4f2aae7c2c8,2025-11-19,The Ghost,Paid Social,0
ec066517-bf1c-46e1-a2b7-3e0232569352,2025-04-25,The Selective,Paid Social,0
135761ad-90bf-4c8a-8f09-26d19f908388,2025-01-15,The Ghost,Referral,1
106ce40c-ff02-42e0-896a-8f4628f35578,2025-09-29,The Ghost,Organic,1
3f386f16-24b1-44a4-9634-8277546f51f9,2025-01-22,The Ghost,Organic,0
c280b462-0081-4bba-a344-bf1083588920,2025-04-28,The Newbie,Referral,1
fd7b991d-b2f7-4e06-8c6f-f5d9d90a9ca2,2025-04-05,The Connector,Organic,0
7c5d555f-34f3-4e14-96fb-f70d3b87abce,2025-09-14,The Newbie,Paid Social,0
7568241c-22f1-4b38-9198-1f5c17a9c8eb,2025-11-27,The Newbie,Paid Social,0
2917d685-ce0d-450f-aad1-95502143b085,2025-09-19,The Ghost,Organic,0
b19e93bf-ef61-4f1b-bcad-fa87ea0697b9,2025-03-28,The Newbie,Referral,0
6ec92b63-b7cc-4367-b31e-2b4955f38dac,2025-11-14,The Newbie,Paid Social,1
b5ed513a-86c5-41c3-af9d-ee94c321d099,2025-02-27,The Selective,Organic,0
ee4644ed-ff59-46ce-afb5-d9153550f8fb,2025-08-18,The Selective,Organic,0
7e8760a8-29bf-4707-8a57-50383f03a604,2025-04-18,The Newbie,Paid Social,1
6e700b1a-1500-47f3-89c6-9a1314a48b2c,2025-01-19,The Selective,Paid Social,0
8ed5d1e7-ce3b-456a-9fe8-4f537c14063d,2025-12-31,The Selective,Organic,0
ab819aac-cb9a-4c58-83a7-56b924a3698f,2025-05-21,The Connector,Paid Social,0
4847e4b5-0399-4aba-9ad1-712bdbd2efc8,2025-06-09,The Ghost,Referral,0
ced61119-b5ca-4ffe-9b04-7d8e4dafbe81,2025-04-10,The Connector,Paid Social,0
78d7ed3f-dca3-4bd4-9b6b-a72d830be9d9,2025-09-22,The Selective,Referral,0
236c63b1-fd9e-43a7-ac0a-89baa66bb962,2025-08-26,The Newbie,Referral,0
b90d44d6-dfdf-4cae-92b1-aed4758adb47,2025-08-26,The Ghost,Paid Social,0
9e796293-10ea-4584-aaca-7eb93f6ec443,2025-02-18,The Ghost,Referral,0
fedbe6b2-6e19-4802-8fcb-cc0fdef81eee,2025-06-14,The Newbie,Organic,0
a384ef6e-14fd-4a1a-a2e2-cafeec759687,2025-10-14,The Newbie,Organic,0
b14a2990-51fd-4554-9843-ad5efed698b0,2025-02-28,The Selective,Organic,1
e1ffaf85-d9b1-4437-9e3a-dde6cb651a3a,2025-07-02,The Connector,Organic,0
0c2653f2-c17e-400e-966d-975284fa3d5a,2025-05-27,The Selective,Organic,0
9813c5af-2afa-41e8-a7ae-b8f61d25ddd6,2025-10-28,The Ghost,Paid Social,1
2361a4d8-7d64-4326-ae66-d1ab700c8a9b,2025-04-06,The Newbie,Organic,0
d83720f8-5dd3-47d1-b928-b55a5c97b4f8,2025-02-12,The Ghost,Paid Social,0
ee73430b-eb2c-4160-b333-d7e57246ed42,2025-12-20,The Ghost,Organic,0
6ba049c3-c5f1-48fe-9807-4fbcdb2d553e,2025-09-14,The Connector,Organic,0
b0baf2f3-891b-4298-b9c8-5751d16a36a8,2025-08-01,The Selective,Referral,0
dc948401-68b4-4ded-aab6-8afaaab77834,2025-07-08,The Newbie,Referral,0
94efe671-0270-4ed3-b113-822d4751d145,2025-05-11,The Ghost,Organic,0
1e096858-e0b7-48f6-ba80-d389307629e9,2025-12-13,The Ghost,Referral,0
3572d163-5c80-44a2-8f40-758eb0eaa6d0,2025-10-27,The Selective,Referral,1
f1729255-234b-404e-849a-d26e3ae2eca4,2025-10-16,The Ghost,Paid Social,1
f8091e84-3306-4dd6-9926-0914d97ef76b,2025-05-17,The Selective,Organic,1
fd61ad6c-138a-46e8-a123-c7aadb945cca,2025-01-30,The Selective,Paid Social,0
04cc39fd-a133-42f8-b901-d51b5303120b,2025-05-26,The Connector,Referral,0
e33fb38c-814e-48c8-ae01-767854d64431,2025-11-08,The Selective,Referral,0
be48c279-dce6-413f-aac0-8bb9510b5cfb,2025-04-15,The Connector,Paid Social,0
c7037662-5c53-4fba-b9ea-80bc9602a6e0,2025-10-14,The Selective,Paid Social,0
6f618bae-0f37-4593-9965-5df67680cb31,2025-07-10,The Selective,Referral,0
5e532551-7a34-4727-a42b-c807fdc07137,2025-06-27,The Connector,Referral,1
8b802e42-888d-4ced-83c6-488f01272838,2025-12-11,The Selective,Organic,0
8dd48f05-0316-4f01-846e-6e86168c9d9b,2025-08-27,The Selective,Referral,0
16cf942d-7058-401c-aae7-468894cf5667,2025-01-01,The Newbie,Paid Social,0
916f67e2-8b3b-44c0-8d93-8af0e7ebb493,2025-04-20,The Connector,Paid Social,0
4894f5e0-7ac4-4dc0-b6d0-facfb2c82ce6,2025-12-04,The Newbie,Paid Social,0
d88a0d20-057c-48de-83b3-2fcc74636186,2025-10-02,The Connector,Paid Social,0
ba1c26ed-4e67-44d8-971e-b5c7e4c8b487,2025-08-22,The Selective,Referral,0
24ddcbdc-ec6b-45db-bc07-1a328588cebc,2025-03-05,The Newbie,Paid Social,0
a413cae6-942c-4cc6-a15a-b787543668d2,2025-09-01,The Newbie,Referral,0
fe2c701c-24ed-4ff1-a843-b1e601b6d89d,2025-02-22,The Newbie,Referral,0
dafc40cb-a397-4ea8-a082-b90f985fdc70,2025-09-19,The Selective,Organic,0
5ed41f69-65d3-4165-9fad-2458396328e9,2025-01-17,The Ghost,Organic,0
e06ae406-3647-453f-a973-e1daa2f27791,2025-10-29,The Ghost,Paid Social,0
9eb2176d-159c-4f7e-b227-64c633c203ee,2025-08-22,The Connector,Organic,1
be4fcb8c-a681-403a-ac77-f65057b40932,2025-03-14,The Ghost,Organic,1
76496929-9cce-44a3-88bd-4793e3253400,2025-12-23,The Selective,Referral,0
29e078a6-d944-49a2-ad85-b09de3a08a21,2025-04-01,The Newbie,Referral,0
a0ef982f-f36b-4b1d-87a9-0e005919d8eb,2025-01-06,The Newbie,Organic,0
4c626bb7-6b08-4222-aba6-74354ee13ba3,2025-07-17,The Newbie,Organic,0
7f823b28-0c8e-42e8-b72e-d712e7957fa7,2025-12-31,The Connector,Organic,1
cb4d3c77-75cd-4d56-8433-b273bdec90d8,2025-07-15,The Selective,Organic,0
f5f32c1b-35c7-418e-b314-7730ad20c1f0,2025-10-23,The Connector,Organic,0
ea11eebd-a7ba-4035-bd7f-06cbaed1de10,2025-12-13,The Ghost,Organic,1
9de626b2-a5a0-4ea8-9558-1d2cd92a6d8d,2025-11-18,The Connector,Paid Social,0
39864d93-230e-40cf-96c8-ee7585ebcd80,2025-05-17,The Selective,Organic,0
69de2957-f4a4-4dd1-b7c4-e57c0fb3e246,2025-09-24,The Newbie,Referral,0
22b9350f-dc03-443b-a771-5a7c123c89be,2025-04-26,The Selective,Referral,0
1448be7b-1acf-40b9-a150-56e7c3f587fd,2025-02-12,The Newbie,Paid Social,0
1af271a7-1eda-43c8-ac64-5eb980ba680a,2025-08-19,The Selective,Organic,0
c93b3156-138a-425a-9a84-7264ebdccab2,2025-02-27,The Connector,Paid Social,0
6244d379-0238-4cce-a0c3-a71e8440b7b8,2025-07-25,The Selective,Paid Social,0
5e13752c-7898-4555-85a8-b4d2dd17b96f,2025-10-21,The Selective,Organic,0
dbf50c6b-9af4-4ec9-ac06-f074cb581adc,2025-04-04,The Selective,Referral,0
135404e7-795d-448a-aa20-a93764e59642,2025-02-05,The Selective,Paid Social,0
71a239ec-3822-4320-b822-4e9a58a5a39d,2025-08-18,The Connector,Paid Social,1
f964b1d7-a5f6-44f4-9796-3f01d2e2bb38,2025-08-15,The Connector,Paid Social,0
1785d051-548e-4b82-9236-9defd9084df8,2025-07-02,The Newbie,Paid Social,0
3bd8a6a6-c33d-4db3-97ba-538744b9c2a6,2025-09-19,The Connector,Paid Social,1
1c64c143-4b29-43be-be3a-cd400b82f018,2025-05-11,The Connector,Referral,1
906ba77a-8e0c-49ab-ad73-148a33909d6e,2025-03-06,The Ghost,Organic,0
7ebe0d59-20f4-420b-93cd-9af624190e58,2025-07-05,The Connector,Referral,0
061a1ea9-53f0-4d0b-862f-195f1cce7581,2025-04-27,The Connector,Referral,0
3c1ccda2-eefd-45cc-af35-cb88718d98f0,2025-07-05,The Newbie,Organic,0
4d158564-0020-4800-b583-94e7d95dd5b9,2025-10-01,The Selective,Paid Social,0
2808df56-c527-4a00-a1c6-c19a814b51c1,2025-05-31,The Ghost,Organic,0
f265b0c9-800c-4224-8896-8d83e1180495,2025-12-18,The Ghost,Paid Social,0
29ba0c38-6f23-4f65-a463-0fe14839b847,2025-05-31,The Newbie,Organic,0
9bcddf40-9124-412c-a30b-4bb9e0cf1226,2025-02-05,The Connector,Referral,0
b14c7bd9-c2d5-4b72-a284-31290b55f85e,2025-11-22,The Newbie,Organic,0
e47c2451-d8ac-454b-b755-13365eff0c9c,2025-04-05,The Connector,Referral,0
7a1d0bd5-99b7-4dde-9cff-8d5f2f492e6b,2025-05-14,The Ghost,Organic,0
a1b9af29-3b45-459a-863d-d99d3b01242b,2025-06-11,The Newbie,Organic,0
